tag,line,line_type,quire,page,folio,bifolio,section,language,writing_hand,currier_hand,annotations,paragraph,order0,K_topic,topic_id
f49r,1.0,1,G,A,a,1,Herbal,A,1,1,Colour annotation,pychol dy shor shol shtchy shorpchor opchor shor kchy qotor sho chotchy choshy qopchar q'o dor dshodchor dchor dor cheoraiin,195,6:5,5
f49r,4.0,1,G,A,a,1,Herbal,A,1,1,Colour annotation,ksho qodain chotshy dodar chor sheor chey teey qotan ol or she'ees sheoty choldaiin qokeor cheey qokchy qotody chot chor chy cheet qolsor oykeeey chey kshey choroiin sho choiin shor shor shy chotcheol dchol,196,6:5,5
f49r,12.0,1,G,A,a,1,Herbal,A,1,1,Colour annotation,podaiin cheo kcho chcthy c'od chol tcheol cthodd q'o shoqoky shor sheor ochol chol chody dchodaiin da'iin q'ocho cheey dchey qotchody olol ol chey chey kchy qotchol chosory sheor cheol od cho dcheeey qot chotchy dcheo cheey keolchey chokchol chokan qotcho chods cho chochy chs oriin odcho chor ety shol,197,6:5,5
f49v,2.0,1,G,B,a,1,Herbal,A,1,1,Sequence of characters or numbers,kshor shol cphokchol chcfhhy qokchy qokchod sho ckhy chotchy chcthy cthey koddy okeodsho chotshol dam shol shodaiin qotchar qotchy chokchy choky chotchy chodaiin dan qoteees cheo dol ochor sheeod ksheo dl q'oksho shckhy dchol cthol choky ochokeey ckhey dain chokag qokeol chokeeody kcho chol,199,6:5,5
f49v,28.0,1,G,B,a,1,Herbal,A,1,1,Sequence of characters or numbers,fchochor shol tchol opcheodal dchsychotchy dcho chol chokchodaiin chokchy tcholokchokol tchotchey chokeeodol rcheey otchodardcho dchog shocho oaiin sheo choty,201,6:5,5
f49v,36.0,1,G,B,a,1,Herbal,A,1,1,Sequence of characters or numbers,qotcho cheol chol cho chcthey dcheolchotchody chokeo sho cheor cheokchet chor dydaiin qokg oaiin chy chol chaiin kshardychokchy qokeaiin cheo chor choteey kcheol daincho daisin chokaiin cho dls chariin chain dychetcho dy oaiin cho rchseesy kchor solchctho qotcheol chey chor chokaly chor dalchaiin chol chor chkalchy chokeeokychokoran ykchokeo cheey,203,6:5,5
f50r,1.0,1,G,C,b,2,Herbal,B,2,2,Sequence of characters or numbers,psheor olkair olfchedy qopeeedar opchey dair laiin chefchdy sor orsheckhy ockhody shos alol dy kar oky daiiin okar ar okam tshol kar sheedy okeody qokedy chody kchdy pchdy chkaiin odam tchdy qokas chedy qokchdy qokaiin or ar alol keodaiin ols solkchy chckhy qokchdy qokchdy okar ar qokchdy kar ar okain ykain shear ol kchedy okal qotor cheeor olkeedy qoky todalain qotal kaiin otaiin otal she kar ariin okchedy dariin yk ykaiin sheekar otchdy kar shedain taipar orolkain ytchdy kchedyykeey kaiin qokain ald alosam solkaiinopalke chckhy darin chky,204,6:3,3
f50v,1.0,1,G,D,b,2,Herbal,B,2,2,Sequence of characters or numbers,tchy do ldar shotchdy qokchdy opchedy qokol shor ofar fardam tchodain oeeey okaiin shedy qokaly chdy oky keody cheey okain pochedy qokody checkhy shckhy dalol ykeeey qokedy okain okal qoain olaiin ols aiin okeedy okchdy otar chckhey or chy tair chckhy qekaiin qodaiin olcheky chedy chkedy okedyd kedair okal chody qokedy okar okchey okedy otar chkeey tedaiin odaiin or okaiin ykor choky qotchdy kcy dairam ykar okair qokedy ykchol kar chckhy olkaiin okain qo'd ytsheod ain sheshy echedy kchdyotaiin okaiin oky dchedy okaiin olchdy oloeedyykeeod ar arood lchey kar ykchy kchdy,205,6:3,3
f51r,1.0,1,G,E,c,3,Herbal,A,1,1,Sequence of characters or numbers,tsholdchy qotchy opchear ypchedy dcheodaiin ckheody ckhody chody ydchody ckhey oty ckheodar qoky ctes cheody ckhy cheeey tcheody qodaiin okeey qockhey taiin ycho chokaiin ykchodaiin ykald ychos ar eeckhy kcho qokchy qotal oshol odaiin ckhey ckheody qokey otydy tol daim qchodal qody qoetam ykchol dor shey qokeol kchey shol okam tchodaiin opheody qokol oteodaiin kol otag yoees ckheey kol cheeal okeor qockhey pchodal oaiin ckhol ykieol otchey cpheo ykeoldy daiiithy qodaiin kaiiidalcphodals al dam qokol cheor ckhal or aldyotal,206,6:2,2
f51v,1.0,1,G,F,c,3,Herbal,A,1,1,Sequence of characters or numbers,poshody qokodar shodaiin qotaldscheey saiin dy dshody ckhody qokol dykaiin chyqokey cthy tchody cthy chckhey qod ytchodydchol saiin ytam otaiin qodal ytol cheodar odyoteo shokog todaiin ytady qokol shodol qockhyykol otaiin okor ctheody qocphy qokal qotaiinotykol chol qotol chodaiin qokcheody cho chodycthol olcheety olkeeody qokal qodaiin ykhor ofal ckhol shain kcholol ykeol sheo qokody fold ycheoky sheey chey ochockhy cho ckhey cheol cheodain,207,6:5,5
f52r,1.0,1,G,G,d,4,Herbal,A,1,1,Sequence of characters or numbers,tdokchcfhy ycphko ytair shar qofy ypchy otchol yty oty shor ykoldy qoky koldal oteees dalsotar dl tchotshey qoty okchol tchody qotam okyytoldy shopchy qoky qotchy oty oty damychcthod oky chor okchal okchar shor tol ykairytchdam shedaiin qodal dy chokam otchordyokchol do qokch'y qockhom dals shodaim tcham dodyykeey daig or cheey dor shey kom cheey dchom,208,6:5,5
f52v,1.0,1,G,H,d,4,Herbal,A,1,1,Sequence of characters or numbers,pchor chcphol cphaiiin otcheor ytor kol chocphar ytchey chol ctho daiir shy kor ese chor chy dam oor chor chochar ls chteeor ytol sheol otam tchor ctheor ctheol cheeor cheol chckheey sody yteey cthor cheos cpheodar dysarg qotodaiin cthor oty kcholy,209,6:5,5
f52v,7.0,1,G,H,d,4,Herbal,A,1,1,Sequence of characters or numbers,pcheol sholoiin cthor aiin kodaiin cthy qokeey ol ckheol chol qokeyl yokeey qokody chol sol aiin shor qodaiin ckhey qoekar ckhol ykchody ckhy ykor okaiiin ckheeey daiig odar cheokor ckheey,210,6:5,5
f53r,1.0,1,G,I,w,4,Herbal,A,1,1,Sequence of characters or numbers,kodam chocthody oty dol dain cho she oty sho as chokan ody ytchodaiin yky otchey otod oksh cfhy cphodol ykody qokchodotcho qot oty ykeodar oqoor ocki odor chain qokodykchdy chees sodar otos qoy tchy otey chos okodykchody qokchy qotchol qoty chtor oltsho ctoykeeod toyd chol ctheees orol chod qoty,211,6:5,5
f53v,1.0,1,G,J,w,4,Herbal,A,1,1,Sequence of characters or numbers,tshor shey qodckhy epho oltshey qopchy okeey sheekol shom shol cthy dchom do ydaiin cphom chol dockhy cthol dam oty qokol daiiin qockhor okchor daiio dain ysheey ckhol chckhey ctheody ydy ochoiky dshey chol ykcheody choldam todaiin shodaiin qotea dchy qotod odaiin sheey kshody tsheody sheody sheetchy opod octheody shody qodal cthody sheos shodaiin ychocthy qodal shodaiin otsho or chear sheod chkodal ycheey kchy oky kodyydam yckhodaiin otoldy,212,6:5,5
f54r,1.0,1,G,K,x,3,Herbal,A,1,1,Sequence of characters or numbers,podaiin shodal qopchol cfheodyopcheol chocphy ytodaiin otchey otchey qockhodalsockhody daiir cthody otal ekchody ol or yytchey dam tor ockhol shokchy kol chom scheyctheotol sh okeodain chokey,213,6:5,5
f54r,6.0,1,G,K,x,3,Herbal,A,1,1,Sequence of characters or numbers,korare ckhos shofom cher chom kcheorshe qkchol dam dor sheey ksheody sho or cheey chetysol desh dam dam toshey kodl ckho sheekal aiinokeam etchal oaiin or ol qokor chor ckhol ss sho chol tor ol dol or chol chol ckhol okyytchor ol koldy okor or ol ckhol chor cho damor sho chol dom yor shodal aiin al dol choek air ldam,214,6:5,5
f54v,1.0,1,G,L,x,3,Herbal,A,1,1,Sequence of characters or numbers,pcheodar chpal oloiin ckhey qokeey cpheeain al dcheain cphaiin ar cheor qodaiin cthaildy ypchal yair ykar oky cham chody ykoldam cheol chor chol okaiin chody chol dy odaiin ytaiin qodaim qokar chy tol cheol shocthy qodaiin keeody sheody qoctheol aiin qotchy daiino aim qokaiin yteal okal om ydaiin qockhey qodal ytam okal dy kol ckaiin chckhy qokal qocthy oaiin qockhy qokam tol chol cthol chol okal yckhey tar cphey tam aldam or alchy ytal dol chodoldy chol oldaiin,215,6:5,5
f55r,1.0,1,G,M,y,2,Herbal,B,2,2,Sequence of characters or numbers,podaiin shekchy qofair okar yk ohepaiin qokchdy arod okair or aiin chody ykair qokar okar ol ykar ar al ykaiir chol chky okar chky chdy qokar okaiin chckhy aiin or orol char ar kaiin okchd ykar odaiin chdolaiin or aiin okal chol kchoy pchtchdy ockaiin okasor olkam tcho sho key kedy chdy,216,6:3,3
f55r,7.0,1,G,M,y,2,Herbal,B,2,2,Sequence of characters or numbers,tchedar cheol kedy chody kshdy qotchdy qokchdy olkardam dchykey char chek xar odas xaloeees cpheody qokeeody dain chckhy qoko lkeedy kaiin dy kag dair okal qokar or or ar odaiin okeey darchd ol lohor chey keedy dy qokal okam shdy otal otaldiin oain ckhy dl oiiin okaiin chelal qokaiin okain lchdal ockhy otar shar ain,217,6:3,3
f55v,1.0,1,G,N,y,2,Herbal,B,2,2,Sequence of characters or numbers,kcheedchdy oedain chckhyotoldaiin dodyd oeeed yteey okeedy qoaiinokeody ykeesan qokeeey ain qool al chedysar aiin ol kar okar chckhdy cheody keeyfar alochedy qokain ody qokaiin chaiin ykain ykan odydaiin chedy talam ykaiin ykair daiiny,218,6:3,3
f55v,7.0,1,G,N,y,2,Herbal,B,2,2,Sequence of characters or numbers,okchd ykain sheokey or ainch kchdy pchal ar aldy dary tar chedy qokaiin okar qolotar choar talody okar ykaky qokchy okal chey oror aiin okaiin ykain otaky oaiin ol aiin okaiin okyytaiin otar kal ykar ol ykaiin cheoar cheeky oldyaiin okal oltchy or orain ar olkeechy slar aiin otam,219,6:3,3
f56r,1.0,1,G,O,z,1,Herbal,A,1,1,Sequence of characters or numbers,ochal chchsy oty esedy chy ychocphy chorchy chy chokchey chol choly korchy chykey choty shokaiin olchey chokchol chey qokeey chokeey choksy qot chor chor chokor chkor chyokar chdy chochor cho chodaly ykcho dy dchey sho kchol otchor choky schol choy choky cheeckhody,220,6:5,5
f56r,9.0,1,G,O,z,1,Herbal,A,1,1,Sequence of characters or numbers,tchoky kchol shol chotchey tchol yt chor otchy chok chey okaiin shy kcheey cthol chos chokor sh cho kchey qokokchy okchy chokcheo kchal chol chotol qotchy tcho tchol chol cthy qotchy chody ctho chey kcharg chokeey qokcheey schey aiin dy sho chokchy kchoarsotodan otchey keol,221,6:5,5
f56v,1.0,1,G,P,z,1,Herbal,A,1,1,Sequence of characters or numbers,kcheat shol chey qokoiin shor qotcheol choror shodshey qoteeey qoteey qoteey cthar ochey chol chol qotchey choteeey schy chey eey taddain qoteees sho kcheey aiin chokchol chor ckhos,222,6:5,5
f56v,7.0,1,G,P,z,1,Herbal,A,1,1,Sequence of characters or numbers,kchokchy ckchol shol chol otchyd ykchor chokchy qokcho tcheey kol shotchot chokcho kcho kaiin oky ol kchy ksho shy ytol chotor dy chotchey keeol chey kchol tchain qokchey ctheey lkeey kcheeytain ykor aiin chorol sho shol chol cheo kchol chol choky chotor otchol chol chol chotaiin kchol chol chol,223,6:5,5
f57r,1.0,1,H,A,a,1,Herbal,B,5,2,Sequence of characters or numbers,poeeockhey odain cheop sheody shocfhey dy sheep sheody eodam daiir air chety cheo ckhy chockhy cheotey sh kchey odaiin shey qokeeody cheooky qokeody sheey okeody cheody cheeody cheekeody dchos cheocthy cheody qoteeody octhody okeeody chteody cheody qokcho cheeodam,224,6:1,1
f57r,6.0,1,H,A,a,1,Herbal,B,5,2,Sequence of characters or numbers,tcheodal okam chckhey okchdy doctho opchey dy kedaiin oforam daiis sheedy qokeedy cheteyoteeod shekey tedy okaldg tair sheedy ochedy ckhhhdyokchy chedy qokedam adair sheeo ckhy al daiidydcheckhey chedy cthedy qoetchey kedy shedaiins cheos ykeos qcthhy tcfhy dshedy ctechy cphedam,225,6:4,4
f57v,1.0,4,H,B,a,1,Cosmological,B,1,2,Sequence of characters or numbers,dairal otodarag oparairdly olkeedal otardaly arkaldy ara?arar okeely ocfhor okear,226,6:1,1
f57v,2.0,4,H,B,a,1,Cosmological,B,1,2,Sequence of characters or numbers,soeos vs ar okees soefchees sos defo rkedam sh ofol ddal yty daiir otey dshdy dkals oty pchchy opaiin karody okeey daram qokar okal okal shkeal dy das sher aiin,227,6:3,3
f57v,3.0,4,H,B,a,1,Cosmological,B,1,2,Sequence of characters or numbers,v v v v,228,6:1,1
f57v,4.0,4,H,B,a,1,Cosmological,B,1,2,Sequence of characters or numbers,otey ofchey shes okeeod lkeeol dkedar yf aros chedaiin eeety deeodal vo tchor ch' kedar aiin otal daro,229,6:1,1
f57v,5.0,4,H,B,a,1,Cosmological,B,1,2,Sequence of characters or numbers,aiin ar teodar otodal sheky oteeody,230,6:1,1
f58r,1.0,1,H,C,b,2,Marginal stars only,A,3,2,Sequence of characters or numbers,kor cholfy shofchy otoralchy chofchol sholy otaly dshodal or ckhy olchear char tal ytal ytar olchokal ykechod dalaldam ytam choty otchy otaly shoty dshor sholar aiin shalom shaly dalchy oteom sholala qor dchair otar otar char ar al char ar ary ytalar cham torchey otaiin chary oteor otal dalchor choltam saiin cholkeey shom sholteol ytalody otey cheoly tchy toleeshal oleeam dalor chy oteodchy yteochy otey kal dy alam sholaiin cheey yteodaiin qoar aiin arary sheey alam tal ar shar chepchey otar aldy otal cheam qokaiin ote sy qocphody qokalam chairal qoctaiin otalal dalor orar shoar ar choldal otalchal choldy okalys airaldy shar ytar sheear cheoldy ykeol cheal cheody chal chaiin ol oly sharam okair chekaiin ytchaly dalchal ykal okalal oly chal daiir shal qopaim cholaly dy shedy,239,6:1,1
f58r,16.0,1,H,C,b,2,Marginal stars only,A,3,2,Sequence of characters or numbers,typchey ar air ytashy qotyshey pchdy dshaly pydaly choky opy ysholshy qotoly ykal dalchdy qoky ytchody olar aly darar shol cholraly cholaiin odaiin chaly dalar aiin okal otal todal qotey chaly qokaldy otary okalal ch'ees chal ochaly ysheockhy olchey oleesey alaiin olkeal daldy otalar ar arodaim tcheos ycheor sheain qotaily chy cholkor olkeol oty dcholy ytar chol qoaiir chalolky osal chotam chal olseeg shol aleedy chotar okeal sheody qokalchar otal choky tazain oteeos okeal ar otalor cheoekar otakas oar cheekey oteeoaly otar alkar or aldar,240,6:1,1
f58r,26.0,1,H,C,b,2,Marginal stars only,A,3,2,Sequence of characters or numbers,kshar shoky opcheear ofadain opsheolaiin opydaiin podaiir yteor oty chaltar ar sheeetchy tal al chear chear chor ar yshealkair odalaly dalal chy air shokar olaldy okalody odalar cheor alol daly cheom chor ar aldam chal cheal omy ytor ar alom qokalor chdy dair chody cheol okolchy otaldy odshchol taiin okal or chol ol ekar otarchol chol kam qokal oqotaly qokaiin chtaldy qoky al chol taly qokaldy schocthhy dalols qokalos cheor oekeody qokaly qokar dy yssheol chokey dalol shokalol qokaly kaldy ytaipom dtos sheol qokor sharal ckhol shol ar aiin sheoctham skaiin shokal chockhy qoky chcthy ykeeshy shoekar opolkeor olchocfhy cphol chykaldy cholols chkaiin olfcham ysheos okaly cheos otey ykar ls aiin okaiin ytolkal dtshol dytal okar olol sheol qockhy qokaly salol dalam yroleeey ar airaly pchody tshaly alols ykaly kar aram dchol chokal saiin okal alchey,241,6:3,3
f58v,1.0,1,H,D,b,2,Marginal stars only,A,3,2,Sequence of characters or numbers,tol shokchy opaiin opaiin chofaly ypar ypal opal opaldaiin dair or ch'haiin tair qotalody aiin okeody qotair ar alor orky todal qotain shokhy qokeol qokalchal daly ar aim or aiin okair dair al qokal qokaiin qokaly okar olkaly okal faiir ofas ar qotaiin sholy qotaiin yqokaly okal qokaly okaly qokair ar aly shor choly ykaiin org fchey okaly oky qokeey qokar lchedy qokalor sheols oteor aiin taiin ckhey daldy qokair alar ytal aiin otaiin ykaiin ykaly dam salal qolaiin chockhey tcholy qokaiin qokaiinos orcheey olaly ykair shey key ctholy qotalom qokals qokaiin okal okaldy ory tchol shol tor qokair or ykaiin dory okaiir chodaiin otals oreeey cheekey cheal qokey chedal dy tolair opchey poaly cfhy qoeear alkeain ytal chos alor okal chcthy tal ckh'hy kar shar air alor chol oeear sho qotal chol tal ar tar aropam qot okal aral air qoal talchos okal cho ytam dam ykam qokair okaly qokal chaly cheockhey olaly taldar al alal qokar otal chodol qokeal cheol chos okeeam taiin chal sheal qockhy aiin ockhey qokeey qoaiin aral okain chokal sheoldy qokor olkam cheol chokeey okalchy tolain ar ykeain qokeey otal chol okal ar chhty chkalarol olain olalor odaiin qetair otal qokal dair oi?y otam okar sheey shekealy,242,6:3,3
f58v,23.0,1,H,D,b,2,Marginal stars only,A,3,2,Sequence of characters or numbers,pchshy sheoltey shopalchedy sheolkeal qokar aldaiin qokalar qokal qokal cham qokalcheal okor air ain ar als okam daly qotain okeor sheey qokeol okeoly qokaly qokair or tas ykal ykaly qokal ol al qokeos okal ar okos al shekar qokair alam qokar aiin al qokchedy qoekaly odaiin qokar char alaiinom ycheockhy okal otaly okaldy okeor sheey,243,6:3,3
f58v,29.0,1,H,D,b,2,Marginal stars only,A,3,2,Sequence of characters or numbers,polal keeo leeckhey dalar ykeeody choar ckhar yfair alam sheoikhy ykey sheky qokal qokeey okain okar ol dam tcheor chor kar okal qokeey qokal shol qokain ar oetalchg psheey qoty qokar qokey ky ykar cheal otal kol olchedy qoair chol ar chey,244,6:4,4
f58v,34.0,1,H,D,b,2,Marginal stars only,A,3,2,Sequence of characters or numbers,tol sheo keo ar qofcheal aiphey opchal shockhy okaly otain okain chey okeey qokeeos olar sheo daly dalychs tcheody okeor ockhy qokal okal shokey qokeey dalar olkeey okar ar choky otair chokey cheeky dalar ykeeody qokar qoky qokol okal okor sydy oshar qokain okam shear cher sarols,245,6:3,3
f65r,1.0,0,H,E,y,2,Herbal,A,3,2,Sequence of characters or numbers,otaim dam alam,246,6:1,1
f65v,1.0,1,H,F,y,2,Herbal,A,3,2,Sequence of characters or numbers,cphy fchecfhy dydchepain shety qopy fol chpdy sheek odyyteo qops air cheoteey dalom ytal cheot shky ysas cheody,247,6:1,1
f65v,4.0,1,H,F,y,2,Herbal,A,3,2,Sequence of characters or numbers,toeedy otar shedyyteey sheody qokesd yfchey dshedy okeody qokdshckhy choky chokeody dy qo ytchey sh ckhhcphyykchedy chedy shckhdy,248,6:4,4
f66r,1.0,0,H,G,z,1,Text-only,B,5,2,Other extraneous writing,rary rals qor dary ykeol saly salf fary qotesy ykaly doly saiin qokal qolsa raral sh air sh,249,6:2,2
f66r,50.0,1,H,G,z,1,Text-only,B,5,2,Other extraneous writing,pdaiin oteedy opchedy chap chefchy shddy ypches cholpchd okedals sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd ykshedy chady cthdy qokees cheeo okcho dy chekeey chedy chckhy shdy qotedy chdy chedy qotedal chcpheor ykady qotey kol ar qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin dsheol okaiin sheodaiin,298,6:4,4
f66r,57.0,1,H,G,z,1,Text-only,B,5,2,Other extraneous writing,tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd dsholdaiir dalky shky qoky shekair choty okeey shdy ykol qo shcthy dalalshedy cheta sheod shokaiir chckhhy dard shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy qokchey qokaiir daly shedy chedy lkar ol okedy ol cheeky daiir chky axor akar i'h,299,6:4,4
f66r,63.0,1,H,G,z,1,Text-only,B,5,2,Other extraneous writing,pchof sholfordaiin qotar otalor fchedyr chedy odair ofaram dalcheeeky sheol dairody chekchy shed ykesho lor sheor cheal dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry shor shckheody shedy qokor al shes,300,6:0,0
f66r,67.0,1,H,G,z,1,Text-only,B,5,2,Other extraneous writing,psheody cfhol shofol okeody qokaldy ytarody shedy shedy dair sair ol dol cheody dair aly dairal dolarshy dor tosheo qokaldy oky ol kcheeky qoky dary okees oly,301,6:1,1
f66r,70.0,1,H,G,z,1,Text-only,B,5,2,Other extraneous writing,todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly saiir cheol kal sheody chcthedy shol qokeody chody kechody sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey ysheeod qoteeod qotol qoky chckhedy shey dcheol cheo dor ydaiin shedy otchedy oteochey tolchedy lsheody qoky otam tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy ol sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin sheol ldaiin okalchedy pchedy kody qotchedy cphedy shey qoteoly raiin sheedy shcthy lkeol qokol dkar lchey lkeedy chety shekaly shckhar,302,6:4,4
f66r,82.0,0,H,G,z,1,Text-only,B,5,2,Other extraneous writing,otcheo chty ykees cheg,303,6:2,2
f66v,1.0,1,H,H,z,1,Herbal,B,5,2,Other extraneous writing,okeodof sheod ychoopy opch dor sheefy ytody daldeam teodal tchedy dshey okshedy okeedy dcheeky daldy qotal sy ytos or sheeky okechdy okeedal otal chody shokeshy cheos chety dol chckhy ko chekal shdy shedefam qokedy chokal,304,6:4,4
f66v,6.0,1,H,H,z,1,Herbal,B,5,2,Other extraneous writing,tchod sheody shckhed chos chor sheo keody chepar sheopam qokeos sheody chekeos chody kotody qotchdy chckhd ytchdy dchekeedy cheody qokchdy qokol keedy chety kody,305,6:2,2
f66v,9.0,1,H,H,z,1,Herbal,B,5,2,Other extraneous writing,pody sheody chpadar sheey fchdly cheoseesey kchy qofchal dshal keedy qok or okaiin dol kaldaiin otal dokal okag yteeod aiin shekeod saiin ykofar otaiin otar chedy karc' qekar okedy chekal chckhy kal kal chkchody ydees shey dalkalykedaiin shedar okchdy oty,306,6:3,3
f67r,1.0,1,I,B,a,1,Astronomical,B,4,2,Other extraneous writing,teeodaiin shey epairody osaiin yteeoey shey epaiin aiin daiir okeody qoekeey oeteody keo keeodal ycheo iim cheos aiin okesoe ar shees dalaiin dam cheodaiin chekeey ar air ar cheey dair cthey,307,6:1,1
f67r,1.0,4,I,B,a,1,Astronomical,B,4,2,Other extraneous writing,soairol shdy chokeody ykeedal ol oteodaiin choikhedy ot chteokaiin choteedy epchy chpar ar sheees deedy soeteed octheey eokeot choteoky chockhy okees sor aiin daram schdes chdar dchschdy ar otardar ykaros,308,6:3,3
f67r,1.0,4,I,B,a,1,Astronomical,B,4,2,Other extraneous writing,dair al cheol oekaiin sol eetees saiin ykeos chy otodaiin chetejy otar dair ar chedar okeedy oteodaiin ychsy chekeey ot dol al cheor okeo cheeky ary okeo keds oshey shchey chol dair dain cho aldy,309,6:1,1
f67r,1.0,4,I,B,a,1,Astronomical,B,4,2,Other extraneous writing,archeo qoikeey oteeos cheockhey oteochedy okechdar dararal okeorar sotey dair yteey oteo oteees oteo oteesy sheokeey oteodal chokeed ain oto keedais deeety okeey teodain chekchy dair chparam,310,6:1,1
f67r,1.0,0,I,B,a,1,Astronomical,B,4,2,Other extraneous writing,otaldy otoky seeaiir ykees ary sosaiir yto daiir sheosam ykeeody okeol okeey dalary ykshy aram ykecho ols eesydy c'ey shs okar shekchy sykos ykeody okchy dchetay ykchy kchey ykchys chkchdar ykar ykaly lkshy kchy okar chky chykchs chy ykees ykchos dolchsody okal okain ytody saiin ochol olol opcholdy ofar oeoldan ytoaiin yfain qotoear dchdar saldal ytodal tol otar dy cho ytchodly octhys ytokar otolor okodar air soear cpheey okodar oepchod acthhy osar oran,311,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,opodchol ain aldy soeey doiin oldy,335,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,odaeiin okoes oekain otchey soraiir dy qopchy,337,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,ydchos ain ar amy chocfhy saral sain ar,338,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,oparchy salsain sodar ofar ar ydam,340,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,yteoor yto ykor okeo aiin,341,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,dosar odas air alaiin dokan oear odal,345,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,chol giin ytor or,347,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,otoldos octhole sor chedaiin dy yteos og,349,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,ytoeopchey chekody sosho chos ockhy aiin qsg,350,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,ofydy sheody aiin ycheody es odaiiin yekees oraly,351,6:3,3
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,todaiin dain dy choer aiin choeea dadaiin,353,6:1,1
f67r,2.0,1,I,C,a,1,Astronomical,B,4,2,Other extraneous writing,aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly sshey sy shees qeykeey ykchey ykchey qokeochy oaiin ar olar yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay,374,6:1,1
f67v,2.0,0,I,E,a,1,Cosmological,B,4,2,Other extraneous writing,otchdy otararain dcheeor ochepalain oeolales aisar okydseog oeepoaly o?r ykaly char chekais okolaim okar alet olkao qokoaiin ocfhhy okeeey oekchdy soaiin dalam sary okoral oko??? okchos damamm dairkal okal ary echkalal aldy dchesykchy ykeodar deeeoskol ockhosam kochardy ochodare ols aiiny otorkeol orsheey dary okechey cheody otechodor odcheey chockhey chockhy yteeey keeochy dair ockey keechey chy koldy pchodaiin otch oekeey dy dcheeos qokeeeody eeis olcheeg opcheey chso cheey chedaly ykeeey qokeey olokeey osheey keeody cheedals okar shey qokcheor daiiin oeees otechy okeeodaiin saii dairal oksheeody or aral olar aroky,375,6:1,1
f67v,2.0,1,I,E,a,1,Cosmological,B,4,2,Other extraneous writing,tol or ain otoly sair taedaiin ar okor,377,6:1,1
f67v,2.0,1,I,E,a,1,Cosmological,B,4,2,Other extraneous writing,okeey keoy salal ykaralam olalade odam,378,6:1,1
f67v,2.0,1,I,E,a,1,Cosmological,B,4,2,Other extraneous writing,taol daig sakar dam solair cphey solal daly,379,6:1,1
f67v,2.0,1,I,E,a,1,Cosmological,B,4,2,Other extraneous writing,okeal o?ol ar okaldam koain opal ol ofolain oar,380,6:1,1
f67v,1.0,0,I,F,a,1,Astronomical,B,4,2,Other extraneous writing,ykeeo cheo ypcheg oty,413,6:1,1
f68r,1.0,1,I,H,z,1,Astronomical,B,4,2,Other extraneous writing,shokchy chteey choteey cphol cheor opcheeol choctheeey okchoal tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod ykor shey qocheey chokalokeey ror eckhear daram dchor okaiiin,422,6:1,1
f68r,1.0,0,I,H,z,1,Astronomical,B,4,2,Other extraneous writing,yky dary chkchykoly okodaly odchecthy otcheody okoaly chocfhy octhey otshey otydy okear cphocthy ytchody otys olor ockhy ofcheor otchdy otykchs oiinar okoldy ykchdy oeeodchy ocphy okeeodal okshor osdaiin otochedy dolchedy oolchchy cheorol odaiin ochory shdar dchol todaraiily olcheesey okchor oteool oydchy okeeeody cholar dcheoldy oteeear otoeeo ofcheody otcheodar odair chol opocphor otoshol chodar sheey okeeeeor dchol day doaro oalcheol okos otary chky oky cphy okolchy cthyd otydg darall okchody,423,6:1,1
f68r,1.0,4,I,H,z,1,Astronomical,B,4,2,Other extraneous writing,oky okchdy okardy q?ear oygy,455,6:1,1
