tag,line,line_type,quire,page,folio,bifolio,section,language,writing_hand,currier_hand,annotations,paragraph,order0,K_topic,topic_id
f107r,1.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,pchdlar sheolor ykeeol qokchy okeesodar tarair otaiin ytar dchey qoteos aiin shedy oteed qor aiin cheockhy olkeey qotain chey qeeey lor olcheey cheos qokeeey ycheedy qotain ykain okeey raiin,1790,6:0,0
f107r,4.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,teeody chedain qoteey qokar deeoltedy otar ain chady otokcho qoked okchedy olkchedy tedy oteeey okchedy qokeed qokear chedy chokchedy qokain ar okcheey qokeedy chotchedy daiinar lteey chedaiin okchey otaiin ytaiin cheotchey okaiin chckhy okeedy otcheey,1791,6:0,0
f107r,8.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,torshor sheeey oteeol qokeey qokedy lkaiin qokaiin qokar al okiroley okaiin sheey tcheol kain okeey chedy okeedy chdykchedy chey kain an yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alo cheeo cheeol qokaiin ytain keeol oraiin okaiin okar okaiin otaram chol chol loraiir aiinal,1792,6:0,0
f107r,13.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,polchls aiin sheky qokaiin opchal shedy pshedaiin otodal shedy otaral cthedy lshedy cheolchear or alam chtaiin otarain chey qokaiin otain ychol chey qockhal ch'al otaraiin sheky okeeey raiin airal tolshoror olkeedy qotaiin otalar opcheol qeeoy shey kair otaiinam sair chey losaiin chey,1793,6:4,4
f107r,18.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,poalosy shey tar aiphy arsheey fol rolchy sheey opolkaiin ypaiinal oaiin ol rar sheey ylar aiin cholal dy cheeody okeeey cheodaiin aldy tcheol kcheedy,1794,6:1,1
f107r,21.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,taror olal okain okaiin qotal shaiin qokeol lkaiin okeeo lkaiin aiin yksheol okaiiin shoikhy qotalal lshedy qokal aiiin okair lldy chodaiin shar chodaiin,1795,6:0,0
f107r,24.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,pal alchky okil cheol kair lkain qokeeo kair aiinpchod lkaiiin olfy ycheain chal kal chedy qokaiin chody qokchdy qokal char chdalal om ol cheor shey cheey olcheol kaiin otair okal cheody,1796,6:3,3
f107r,27.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,pydar aiirod qokiir otiir ofchedy qofchedy qofchol chkaiin chpaiin orol kar aiin chl cholor sheees aiin cheey otchy lkaiin ykaiin ykalkal olkeeolkeeo ar shol,1797,6:3,3
f107r,30.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,pair aiiikheedy shalkaiin kairy okaral qokaiin opaichy opal rary ky sheol chdy okaiin sheykal shy kl al kal chdy aiin chain yols salxar shy qokaiin okal qockhedy okr aiin otar qocthy rolky yaiin chekain cheo kaiin chey qol kaiiin chky lcheel lkar okal,1798,6:0,0
f107r,34.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,pairar al oro lkeey qotal cheotain okaiin otaiin otar opaim shl lkeeol lchedy qokor lkaiin chedy qotaiin al ol kaldaim alchor kcheo rkeey chaiin al qokchey qokl chey lkaiin lkar ychklkaiin chckhy cho olkain,1799,6:0,0
f107r,38.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,poaral orar ofchey qoteedy qotaiin opchedy qokchey otlchdain aly tair cheol cheol kchekain cheear ol cho lkain al oeedy chey lolkaiin chey qokaiin chal aiin okaiin olkar otair okal okal qokaiin ar ockhey qokal otal otam,1800,6:0,0
f107r,42.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,pcholky sokeey aiin ykchey paichy okeey tain ar arodl kairam okeear aithy sheody ykchedy chykaiin otal taiin chotaiir aram ycheodain okeey qokeeody qokaiin,1801,6:0,0
f107r,45.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,podky chedy qockhy qokeedy qokokil chees opal kaiin otaiin otaram cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal okain cheey lol loeey oiinal,1802,6:0,0
f107r,48.0,1,T,I,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,fairal chkal lky otain ar kalkal qotain oty lky otaiin ytaiin om alain aikhy chkain okair chtl lkaiin okair chtl raithty chain al lkeey chol taidy qotaiin taiin lkl lfchal pchdy pal tar ain chol ol cheey otal otal ol otchy qoky otaily,1803,6:0,0
f107v,1.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,kaisar olkeeey otalkchy lkaiin otody qokair lkal chey chody otal cheey dckhy ol chkal qokedy otal chedy oteos aiin otar alkain ol sain ain aiiin qokaiin shol kal qokar al ochedy lkaiin otal olkiir alody dain okechy qokain shocthy otaiin alkaiin,1804,6:0,0
f107v,5.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,tol sheockhedy qotol chdor otechdy teol tedaiin opchedy qopchdy ytar aiiil paiin okaiin qokaiy olkeedy qokeey qotaiin oky lkal otaiin aiin qokaldy taiin cheockhy chain qokain,1805,6:0,0
f107v,8.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam saiin shey kedy qokain qokedy qokaiin lkaiin qoky lkal tar aty shodaiin shey qokair qokaiin chokedy tain shedy,1806,6:0,0
f107v,11.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,tshedy okal shedy qokchey chky qokeey qotaiin qoteedy qopchcfhy qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam ycheey qokain ockheody qokair otal qokaiin otal shocky qokaiin dalam shaiin okaiin qokar qokal qokal cheody qokain okchdy dlkal solain qokal okeey lkaiin okain chkal otain chcthy tarairy,1807,6:4,4
f107v,16.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,parair okal opchol okal opaiin otedy qokeody tolkol lkar aiiraly saiin or ykeear chckhy okaiin okal qoklaiin cheol qokar chey lkam qokain qokchey qekchdy okaiin lkl chol raiin otaiin alkaiin soral olaiin chor okaiin chkain okaiin,1808,6:0,0
f107v,20.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,palar or air kalkal okaiin chpal cheody qopchedy pcholkal opalkam taiin ol kaiin chol kchedy qokol ain air kaiin okal otar otalal alol olaiin olkal chol chdar,1809,6:0,0
f107v,23.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,palchar ar akaiiky char raikchy opchain opalkar otal otar alky dain olaiin chol olkain lkaiin,1810,6:0,0
f107v,25.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,kaolkar kolkar okeol qokeor al tody opchey oty al ky pchey rag oraiin sheor qokain cheody qokain otal okaiin olkeeo ar al oldy okain okchey qokshy lkshedy taraiin sho qokor cheey qokam cheor cheol lcheedy raraiin,1811,6:0,0
f107v,29.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,tolkeeedy okeol cheody qokeey qokchedy qotyshey qcthhy lty ltam okain ol okaiin lkeody otaiin chol lkaiin lkeeey qokaiin chey qoky sokod chey lkaiin chedy qe okeody qokeedy rary,1812,6:0,0
f107v,32.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,tay oaiin okeeody okaiin otaiin otchey qokaiin otedy qokam orain chol qodaiin odain aiin okain chkaly raiin kaiin aldy dyair chey lkchy lchedy raiin sheey,1813,6:0,0
f107v,35.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,polchedy olkeey lkey chcthy lkar shedy qokaiin chedy qokeedy lol tol chey lcheor sheol qokaiin olkeedy okar ar olkain odain,1814,6:4,4
f107v,37.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,poraiin kal chedy qolkeey lpcheedy qokol rol keedy okaiin otary dain okchey qokchey qokaiin olkeey qokol lkain okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin chokeey qokey qokaiii lor aiin aiily,1815,6:0,0
f107v,41.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,pokar ar okeeo cheey qokchey lkeeo lkeedy qokeey lkain or ain oloeeey qokain,1816,6:0,0
f107v,43.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,pol keeeo kaiisr qokeey chckhy lkchaly lkeey opchey rar aiin cheokaly kaich air arody qokeey qokeey,1817,6:0,0
f107v,45.0,1,T,J,e,5,Marginal stars only,B,3,X,Sequence of characters or numbers,porain okain okechdy keeedal shedy okeeolkcheey lkar aiin al soain aiin chey qolaiin al chedy kedy qoteey qokeeylkain cheey qokeey okeoteey qokey qokey qokeey okeey odain oteedy qokey qokeedy chody chey qoky otain chey aiinal ycheosaiin oekey chey qokeey cheey dy qoy,1818,6:0,0
f108r,1.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,teodeeor qopchety okeeoly okchdpchy todai'hx opar yo lpair ody otedy kedydy qokeedy chokedy chockhed qokeor shedy otal otaiin otedy qokechy ofchdy qody cheodchy qotecir okedy oteal lkedal okedy otedy okedal chckhedy chokedal ychedaiin shky chdy oteeody chedor sheeky,1819,6:3,3
f108r,5.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,tchokedy chey okeey lkedch'edy okchecf pchofar cheo pchedy qotedy ol cheol qo qokeey qokeey qokeedy sheoky otedy qotey qokchey chdar aiin okchey okedy qokchedy chedy qokedy okar chdy okar char chkaiin chsy,1820,6:0,0
f108r,8.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pochedy shy shokeedar al kedal chokchy qokar ch okeey qaiin okeedy qetam cthey chedain chedy okedy lkedy raraiin qokar otal kedy ar air ockhedy taiin shkeedy qoteey ykeol ykeedy chekar qokeeodaiin okeyty ody teodeey ar aiin okeey qetchdy oteeody okaiin ykeeo dain otalaiin oly tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam raiin ar ail odaiin,1821,6:3,3
f108r,14.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polchal shol qokar shedy pcholy qokal opchdy ofal shor qokaiin otalod orain cheey chey qokeey chedy okchedy qoeedy qockhey iirain okain saithy olkaiin chckhy,1822,6:4,4
f108r,17.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,fcheokair okedaiin chedy qokeed okain chdy laiin ofar chedy tedam okeedy lkal ykchedy qokol chedy qokedy lkedy okalo chedl dchedy okeedar shchy kedy okeedy chal raiin otedy chtal om dain chey qokeedy cholcheey dalkar okedy,1823,6:0,0
f108r,21.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,qolshy qoeedy lkealshedy shokal keedy qotedy qopchedy otal dkedam dcheol shol qokaiin otal ol shedy qokey chey lor aiin okeeam ykeol chey okain charain,1824,6:4,4
f108r,24.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,folaiin c'hkhy qokal lkedy qotedy qoked qotedy okal chdar al char aiin cheeor aiin okeey cheol chedy opchsd opchedy alkedy al lkeam ol rain al dair okal chedy qokeedy oteor al qokedy qokedy otaiin otedar chalkeedy ychedain orcheory qoaiin okeey qokeey chdal okedy qokedy okedam chdy sain arolkeey qoal olkedy okaiin,1825,6:4,4
f108r,29.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polchedy okedy qopchedy okeolkey teedy qotaiin otedy okeedy otedam ykeol chedal chokedy qokedy okchedy saiin alkan,1826,6:4,4
f108r,31.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,keol sheody qokedy qokeedy qokoy qoiiedy otedy qokedy qokedy qokal ykedar chedy qokey lkeedy otedy okedy otedy otal shol alodar or alold solkedy okchd qokedy okedy okeol chdy okar okedy okedy chlar ycheol chckhy qokedy okain,1827,6:4,4
f108r,35.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pychory opchey lkeol chdar shedy qofchdy opalal cheedy qokalchdy opchdy okechy okeol okeedy cheedar okedy qotal chdy chedal chedy,1828,6:3,3
f108r,37.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,tchedy qokey okeey lkeey chedy cheokeey qokeey chedl al lkair alkeedy ram dcheeody cheedy qokeedy otedy qeeey chey,1829,6:0,0
f108r,39.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,poro tedo lchdain qokar otedy otarar yty sho qotedy oteedy okedy okor aiin okeedy qokeedy okeeom cheykeeed chol qekeey or aiin chckhom sheedain qokeedy chokeedy qoteody keesho chedy keedal as keodky okeey qokeey qokeedy qokeey chedal chedy qokeey okeedain otain oolals olke?y lokeey qokedy ol kechy chedar olal oedy qckhy cheam ychey chey okar charam otam cheody,1830,6:3,3
f108r,45.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,dain sheckhy okeey lchedy okeey qokedy chedy dalkedy qokedy yteedy qokeed qokey otedy okedy qokaiin cheodar cheey qokedy al yched chockhey dain sheol okedy lkeedy oteedy qokeedy ched al keam,1831,6:4,4
f108r,48.0,1,T,K,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pcheedy qokeo okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy oteedy lchedy qokeedy qokeedy qokeo lchedy qokey qokeey lkedy lkedy qokeedy lchedy lkaiin chdy qokey okedy okaram chdar ar okam,1832,6:4,4
f108v,1.0,1,T,L,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pchedal qokeedar otedy qokeedy lky ltal aiin oteo fcheey otedar ol shal qokedy qoeechy okain checkhy lkeedy qokeedar araiin okam ssheedal ol lkedy lkeedy chedalkedy lkeedy qokechedy otedain lol dchedy shedy qokeed qoteedy qoteedy arain al keedy,1833,6:4,4
f108v,5.0,1,T,L,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polaiin okedain okal otchedy qokeedy raraiin keedy qokar qokal dam oeeedain chey lokeey lchedy loety qokeedy qokeey qokar okeedy kedarxy,1834,6:0,0
f108v,7.0,1,T,L,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pchedaiin okedy otedal lkedeed okedar okeey qoteol lkedy otey raiin ysheedy okeedy oteedy qokeedy okeedy okeedy chedal okar qoteedar oty qokeeo chedam chlal okaldain sheed lchedy keedy ched kel cthdy ol cheey leedaiin shckhaiin okeal okar aralor om shee kaithy chectham sain al keed ain olkeeed qokedy lkeedy cho lkain oteshy shedy deedy,1835,6:4,4
f108v,12.0,1,T,L,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,tshedky sheckhy akey sheey teeody qokedy qokeedy shok ar aiin okeey tedam cheol qokeey qokeedy qokeey raiin chckhy okeey qokeedy okedain aldor qokeey lo aiin chey keear ral olaiin chedy,1836,6:4,4
f108v,15.0,1,T,L,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pcheor okear sheey qokeey ykeealkey rar aiin opsholal shedy ofaramoty okeey lshey qokeeal lkeey okeol okedy qotal sholkeedy chedy qokain teedu qokeey lkeed chedy qokeeos sheol tedy qopchdy qokeshdy kedar otal raram okeey keedy okeal cheykedy qoeedy lo rair cheey ol aiin qokeeol olcheeey lcheam,1837,6:4,4
f108v,20.0,1,T,L,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polkeedal sheo kchey lotedaiin otedy opchedaiin otshedy qotey aiin ol shol olkeeey lky chedar chey kechey qotedy otedy oteedain cheody llod shey sheey dain alsar sheeo lkain shey cheeegaiin oloeeedy otaiin al qokeeor okeey qoeey chodaal checthal cheeky otar aiin chckhy lteedy chekeek checkhy ol ain odar sheey tchar okeedaiin oram sheeol okeey kaiin okaiin ol lchey ctheo aiin cheey qokeey qokeeaiin al sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls lcheal lkeeey okar ar ain olcheees ol cheal okaiin ykar al okalam paror aiin shedy qokey qol eees aiin lal lkeeedy otain sheey chol tan al chey cheol chedeey qokeedy chea?,1838,6:0,0
f108v,30.0,1,T,L,f,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polshedaiin qokeoy keol chokeol qotedy qoteedy raiin shedy qotain oteedy ol cheol shed qokedy qokedain checkhed qoteedy otedy qokedy okeea kam dain shedain qokedar olkeedy qokeedy shedy chedar chedy oteedy qokam sain ain chey lchs shed qokeedy qokedy qokeedy cheedy qokeedar oldy tolshey ochey qokeey qotedy choteey qokey cholkeedy lkedy lchedy qokeey chedy lchedy sholkeedy qokeedy chey qokeey qokeedy oteedy lchedam shechy qokedy qokain chor chal chal chedy dain alal keedy otalys sain sheor sheey sheckhey qokey shey lkain shedy qokain dalam dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam sain chey lkedain chey rar ain al chear olor chedaiin chedy rl sheeal qokeedy qokeedy qokeedy qotey qokeey qokeey otedy qotaiin dshedy tedy checkhey sheeky lsheedain shear olkedy chy kar tar otaiin ycheain chey lcheal qolcheedy qokeedy okeedy qokey qokeedy qoteedy shodain cheal shedy rcheetey qokeey cheolkeedy cheol chedytey okeearam shey qol lchey shey qokear shey qokeey lsheey sheey qol cheekeey lchg sheol shedy qokeey chedar sheal qokeedy qokeedy qokey sheey qokeal aral saiin sheeain qkain okeey qokalor cheol keol chedy qokeey qokeey ral ycheey qokeeey shedain qokeedy qokeey okeedal okeol lkeey lchedy lchedy dair al checthy qol eeedy chckhey olchey sheey qokeeey qokeedar al keedy saiin okain cheey lkaiin cheal cheol keear qokeedy qokeey checkhedy qokal oam dsheey cheol teedar okeedy qokeedy checkhy aiin okeey chey qokey ssheodain qokeeo okeey qoksheedy char air okeey qokeeolchey olkeey okeey lar saiin cheol qokeedy qokeedy chedy qokeey cheal llchey okeey qokeey olchar ol chedy lshy otedy,1839,6:4,4
f111r,1.0,1,T,M,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,kcholchdar shar aiip chepchedy chetalshy sheek shear shey ror shey sheeky okeey okeey qaal shedy okeey shedy chcthy lcheol oteeam dsheedy lkeedy chckhy lchedy qokeey qokear chal qokeear cheokedy lokam saiin oteedy qokeey okedal chedy qokedy shedy chctchy okeey lor ar saiin sheekshy ol shedy chokchey lkey otain,1840,6:4,4
f111r,6.0,1,T,M,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,dain shedy qoky chedy qok shed olchedy qokeedy teedy chdy keedy qotchedy dary sshedy qokeey checthey oteedy lchedy chol sheeol qokeody raiin otedy otar aiin om chedain cheedy qokeey qokedy chckhhy otshedy lkeeol lkeey qotchdy ycheeodain okeeo olchedy lchedy qokeey okeeedy okain chedy chedyteey lam ykeedaiin shekain shedy qokear ochey reeey qokeey olaiiin chedy lkeeody oraiin oty dshey lkeedy lkeedy cheedy oteedaiin sheedy ar aikhy shkaiin chey daram dsheeo qokeedy otchedey lshey lkeedy qokeedy oteolair ar shedam cheam qosheo lchdy lshedy olkeeedy lr al chr or dain shey arain chey teey cheodaiin dchedar lchey ykeeeos aiin shear oteedy tedam pchedey chedy lchedy sheeodar aiin sheey shey oteody oteedy chey otedar tar pchdam dchedshey qokeedy okeodain shet sheota? oteal tey lkeey sheedy shtar keedy otes lchey lshedy qoteedy olcheody qokeey chey kal chekeedy oteed keedy otam shecthey oteody qochey qokeey chey teey qokeedy qokeedy cheol lokeedy lched saiin okeeol qokeedy lchey lcheoekam oaiin qokeeodar checthdy qoted loty qokeey qokeey lchedy checthy chedey cheol teedy okeedy qokeedy okeey cho ol kai okar ain teey ox shey chey ky deedy cheo dain sheet ar al cheotydy ssheo keedy tched checkhey qo ain qo chedy qokeor okeey keo cthedy qokey dshey sheeckhy qokeshey keeshody qokeey qokedy okain shekal okechedy qokechedy sain chckhey cheos lchal lkechey okeey lkechedy oteodain char lky lchr ainai so sheor okeedy oteeey qokeey qokeeo chedar alal oikhy oxar aiin odaiin chody soaiin shecthy oteodaiin chedy otedar air shedain chedy qokeedy qoteedaiin sheod qokeey qokeody otey lkeedy chl lkeey chedar chedyteedain olkal qokeeol shedy qokeod cheokeey sheokar shekeey qotees al dain chedy qotain alam salkeedy lkeedy chckhy rky chey okeeo chr al ar qokeedy qokedy qoteedy qod qockhedy qokeechy qotchey chtar ar chkeey lkar aiin chedy qokeey qoirain sheotchedy shedain shkeyqokeaiin shkeody qokeey qokeedy chkal checthy dsheeoteey qokeeo tear qoteey qotain cho lkeeedy lchechdy qokechy qoeeeo ain ar ol lkair cheda chkal keeodal eees chody qokeedy dl teo olkeeo al lkeeey olain ar akeom qokain al qokeeod lkedlkey teedar chedl ar aiin aiy dam,1841,6:4,4
f111r,36.0,1,T,M,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polal shedal pchedy qofchedy pykeor cheefy qopchey opchedal lfchedy pchal dain chol cheeol keeol lkeeedy qokeey keedy kedy okeal kain chckhy ltedy dched al okeey kechedy chcthedy chedain otedy qokeedy key ltain saiin chckhedy okain oteain shok qokechdy okechedy chedy qokeey cheamar saiin al okedain otedy qokeokedy qokeedy oteeolkeey okeeo lainal ycheey raiin cheody qokechy qokeey okedy lchedy qokeeal otaral qokeol qokal qokeeol cho lkedy chedy chedy chedyteokain chedy kag okeedy lkeedy lkedar okeedy chedy,1842,6:4,4
f111r,44.0,1,T,M,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pchedar oteeol lkeedain okeam sheo teolkedain shal lteeal cheal oty oain ain keeey teed checkhed iir okeey lkeeey okeeo lkeey lkeey lkeedy qoky cheeo lkeey oteed lkeedy okeeshey chey lkar al olchal or aiin cheom sheedy qokeey sheey qoteedy qeear al chedy okeey chedy,1843,6:0,0
f111r,48.0,1,T,M,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,poeokeey lkeedy tedain shecthy qokeedy chckhy lfchy cheal chepcham daim dcheey keeey qockhey qokeey lchedy keeor okeey lkeedy lkeey qokaiin ol okeey chedy cheekain qokeeokain chckhy cheal keel qokain chckhal lkal,1844,6:0,0
f111r,51.0,1,T,M,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polkeeo shey cheokeain chl kar aiin char ?ain al lkeedy qokal okchy dair al qokeey qokaiin sheal qokeain shckhy sain chckhy char aiin alom yshe aiin okshdy shkeey kain chaiin alolshey qokaiin chcthydain tair chckhaiin dair qokal otain okal,1845,6:0,0
f111v,1.0,1,T,N,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,koshey qokal chckheal opcheodair alkain sheokain cheok okeal shedy ralchy sheekeey cheol keedy qokair shecthy qokeol okechedy qokedy qopchedy qokedam chy dain chedy shedal otedy chedy qokeey dain chcthar otar qotain otaim chey chokedair air alo lshedy qotedy qokedar oteedy okedy chedy lkam qokeed aiin otedy qokedy chedy qokeey qokeedy qokeol shedy qotedal lol okeeo okchor oteedy cheal qokeey lkeey chol kaiin oteedaiin as alkeedym qokeechey qokaiin oteaiin fcheeo kain okeey lcheedy otal kain chedain al sho otchey cheol kechy chcthey okain ol qokain checkhy chedar lshey shedal okear kedy cheolkeey lkey okeey qokeey qokey qokain soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy lcheey shear aiin sheear otain otedy qokain chedkain shedaitain shalg qear ain shey okeeey qokaiin checkhy sho lchal sheey shckhey kshartar sheaiin okaiin shckhy cheol kedy chetar okaiin shal lchdal tedy tar amd qocheol qokain chear ol oin shedy qotaiin qokeechy olkeey lkain lal gm shey otain qokaiin al kain chedy otal lchedy qokain chtal otain qokain sheol qokain shckhey lchedy okar al qotal shedy otain far aiin solkain shey okaiin sheey qokain chkal chckhy saiin ar lchal she otain tais shedy qoeedaiin okain c'hhey kaiin shey otain alkain ol dain qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin shain qokal shar qoteal qotain chedy qotain shcthy qokshedy qotain ar sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam saiin ychear olsheey chetain chedy qokain okain al chan okalchey lkeeey qokaiin sheckhy qokar chalkain chckhedy lcheol okaiin qokain cheol lam cheodain qokar otain chedy lkain chey shckhy qokl chedy qokar chctham tair alchedar shykaiin chd??,1846,6:0,0
f111v,26.0,1,T,N,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polar ar okshey qokain chey kal keedy qopchedy qopchey ltchs alpchdar ol sheey tsheey alkar sheey otain shy qokl chey qoklcheor ldar llo qorchain okain chear lkain,1847,6:0,0
f111v,29.0,1,T,N,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polkiin cheopaiin otain shedy pchedy opcheedy qokain chcfhey otchey lldy shokar okeokain sheekain qokain chechey qokeey qetain otain ar lkain lky,1848,6:0,0
f111v,31.0,1,T,N,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pochey oteain chekain cheal lain chey qokain chey lkain chal ldy llm tar chey tain chkar alkar chey qol chedy okain chey cheey charan sheeil ?oair ain okan sheain qokan chan aman cheal char,1849,6:0,0
f111v,34.0,1,T,N,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polar okar teody qokain talol tarol opchedy qotar otar chtal sam oain okaiin chcthy lkain lchey lshekain qotal shedy chkeey lkeeed lkain shain okaiin chey qokar ar ar ain olr ar olor,1850,6:0,0
f111v,37.0,1,T,N,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,polchey lkarshar ykain qokain shalky dy tor chey keedy lteedy aldl ycheey aiin checkhey otain qotl chear chedy qokeey okeedy lkeey dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy ykeeey lkain chckhy chokain chckhal sheckhedy qokeey qokeedy lchsl chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal cheeo chear qokeain okeeor cheedy okain chedy chedy teedy lcheam ycheo sheeky chokeal sheekar okaiin otain chear alo laiin chotag dain teeodain cheeal olaiin or,1851,6:4,4
f111v,45.0,1,T,N,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,pollaiin okain sheal pchedain opchey polshy okshey opchedy qopchair alky sol chey lkeey rolkeey chckhy okeeey lchedy lkeain checthy qotainaly sain cheey qokeey cheytain olain ykeeedy chekain chckhey lchar,1852,6:0,0
f111v,48.0,1,T,N,u,6,Marginal stars only,B,3,X,Sequence of characters or numbers,psalar cheey qekal cheykaiin tain chal al skaiin okchedy opchdal opchy soiry cheey chkain chal lor sheey qokain okain chey qokain shaiin qoiiin okain chey qokeeey okain chees ar ol loeees otain or sain cheal chckhy okain okal aiin choty chckhy,1853,6:0,0
f112r,1.0,1,T,O,v,5,Marginal stars only,B,3,X,Sequence of characters or numbers,folchey qokeey ykair arally oteedal or aiin chcphy saiin oar qolkaiin otail ol olaiin chol otar or chedar cheey oteedy oteedy otaiin oty odys qokeedy chokain otain otar chedy taim oram otair kody otody otal okeeey otar oain oy chedal oteedy okeey qokeedy olkeedy oteeyoram taiin olkeedy qoteo oeey qokeey oteedyram sairo ethedy chol qotchedy dody qokeeey dairam saiin ol okeey qokeey chedy teedy qokchy qokar dair al chedy qodain dam,1854,6:3,3
f112r,11.0,1,T,O,v,5,Marginal stars only,B,3,X,Sequence of characters or numbers,tchedy qoteey qeol qokeey otey qokeey qokedy chotyr dchedy qo otchedy chdy qokeey qotain oteedy ror sor aiin chdy qokeey okeey otaiin chcthy dy soarar al chey otaiin okeedy qokeey,1855,6:0,0
